team1_adjde,team1_adjoe,team1_fg2pct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_rpi_rating,team1_seed,team1_tempo,team2_adjde,team2_arate,team2_fg3pct,team2_oe,team2_oppftpct,team2_seed,APRdiff
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,105.9,50.48648649,36.3190184,115.1,70.6864564,10,40
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,103.3,50.6343714,36.39947438,117.7,72.39669421,11,27
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,98.3,48.2023968,32.16666667,107.7,74.25569177,11,34
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,92.5,48.8179669,33.97626113,108.5,72.1340388,12,88
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,103.5,42.7680798,36.37770898,109.9,75.64102564,13,39
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,98.9,52.22929936,34.31122449,109.2,69.55307263,14,-7
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,104.2,56.49838883,38.80778589,110.3,66.16161616,15,39
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,96.8,55.55555556,34.73132372,103.6,73.7649063,16,16
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,88,54.90909091,39.00481541,116.5,73.21016166,1,38
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,86.4,60.806271,35.68345324,113.2,68.62745098,2,59
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,97.9,62.66506603,38.37037037,114.8,71.22302158,3,74
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,101.9,52.95918367,37.66025641,119,73.21711569,4,27
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,100.6,49.56521739,36.06237817,116.4,68.97590361,5,21
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,99.1,48.58823529,36.32286996,113.3,71.65354331,6,18
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,101.7,58.04776739,39.75903614,119.9,70.97791798,7,46
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,102.2,58.39493136,37.63188746,116.5,72.86012526,8,15
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,101.6,55.38641686,34.38438438,112.2,74.15384615,9,53
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,98.6,44.88836663,31.53638814,109.4,71.6796875,10,43
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,93.9,59.375,40.03407155,111.3,70.04405286,11,9
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,102.2,61.6,39.13043478,117.4,67.71653543,12,-11
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,102.4,54.59032577,37.19298246,114.3,74.00497512,13,38
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,94.1,53.34174023,34.00621118,101.1,71.37546468,14,33
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,98.4,48.52071006,39.07284768,109,69.77077364,15,56
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,102.8,58.0604534,38.17271589,103.4,68.25688073,16,39
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,102.2,57.60755509,36.90987124,120.7,75.04873294,1,17
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,102.5,60.8778626,36.4321608,122,68.27094474,2,29
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,96.5,54.74613687,36.30952381,115.9,71.45454545,3,23
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,95.1,51.00095329,37.40920097,119.8,71.79487179,4,8
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,97.9,52.79642058,35.29411765,116.2,70.32136106,5,44
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,94.9,54.06593407,38.67028494,115.8,70.82191781,6,70
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,99.1,55.80608794,32.76397516,111.2,68.05555556,7,45
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,100.8,56.1589404,39.20529801,113.3,72.9281768,8,43
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,101.4,52.20750552,35.12747875,115.8,72.54237288,9,30
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,103,53.66972477,33.33333333,108.9,73.72611465,10,44
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,97.3,54.47058824,34.32835821,111.3,72.55278311,11,47
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,103.4,45.55160142,39.17396746,114.6,71.37014315,12,28
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,94,54,35.51847437,105.7,73.38709677,13,33
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,96.8,45.73732719,34.13173653,110.1,72.27011494,14,53
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,100.7,54.26065163,32.99120235,103.8,69.92592593,15,37
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,103.5,56.72009864,33.21364452,98.2,72.4025974,16,68
99.9,122.8,59.71351835,49.28084784,32.78236915,75.33460803,0.667,1,70.2,109.3,47.49430524,36.33879781,105.3,66.7638484,16,93
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,94.2,55.15643105,36.59305994,114,69.61651917,3,4
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.9,63.76344086,38.52242744,121.9,72.60940032,4,-2
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,98.5,54.23728814,35.30106257,119.2,70.44025157,5,-18
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,100.6,49.34601665,37.53213368,115.1,73.66609294,6,-16
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,105.2,49.94923858,40.09077156,117.3,72.54901961,7,31
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.4,58.60155383,38.51444292,115,69.81818182,8,-9
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,99.7,49.53488372,32.43647235,108.5,68.07639836,9,-12
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102,47.9253112,35.57312253,115.8,74.22839506,10,-28
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.1,53.90995261,39.80738363,112.3,71.65021157,11,10
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,104.1,53.200883,38.31417625,116.4,70.03311258,11,-8
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,97.5,53.33333333,37.4422188,113.1,72.2,12,7
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.9,58.47280335,35.58413719,109.3,67.7672956,13,12
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,94,49.57472661,37.41134752,105,69.39040208,14,0
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.5,49.86111111,34.33179724,105,76.02040816,15,18
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,105.5,46.40820981,34.84646195,103.3,69.36936937,16,-5
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,100.5,51.00671141,35.10028653,103.6,76.08286252,16,8
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.4,56.4453125,40.25670945,120.9,71.97696737,1,-45
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,97.3,57.34126984,37.79310345,122.6,73.875803,2,-40
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,94.9,67.65641569,41.28166915,120,72.44897959,3,-32
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,99.9,53.34101382,36.61971831,118.2,72.67605634,4,25
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,97.3,52.1631644,36.63911846,113.8,70.2811245,5,-5
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,106.4,62.60416667,40.0295421,120.6,72.89879931,6,12
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,98,54.39377086,34.99197432,111.7,73.38235294,7,0
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.6,55.47045952,36.40625,116.3,73.21428571,8,-6
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,103.1,55.17609392,37.22304284,116.4,69.74110032,9,-18
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,105.9,50.48648649,36.3190184,115.1,70.6864564,10,1
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,103.3,50.6343714,36.39947438,117.7,72.39669421,11,-12
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,98.3,48.2023968,32.16666667,107.7,74.25569177,11,-5
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,92.5,48.8179669,33.97626113,108.5,72.1340388,12,49
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,103.5,42.7680798,36.37770898,109.9,75.64102564,13,0
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,98.9,52.22929936,34.31122449,109.2,69.55307263,14,-46
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,104.2,56.49838883,38.80778589,110.3,66.16161616,15,0
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,96.8,55.55555556,34.73132372,103.6,73.7649063,16,-23
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,88,54.90909091,39.00481541,116.5,73.21016166,1,-1
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,86.4,60.806271,35.68345324,113.2,68.62745098,2,20
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,97.9,62.66506603,38.37037037,114.8,71.22302158,3,35
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.9,52.95918367,37.66025641,119,73.21711569,4,-12
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,100.6,49.56521739,36.06237817,116.4,68.97590361,5,-18
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,99.1,48.58823529,36.32286996,113.3,71.65354331,6,-21
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.7,58.04776739,39.75903614,119.9,70.97791798,7,7
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.2,58.39493136,37.63188746,116.5,72.86012526,8,-24
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.6,55.38641686,34.38438438,112.2,74.15384615,9,14
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,98.6,44.88836663,31.53638814,109.4,71.6796875,10,4
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,93.9,59.375,40.03407155,111.3,70.04405286,11,-30
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.2,61.6,39.13043478,117.4,67.71653543,12,-50
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.4,54.59032577,37.19298246,114.3,74.00497512,13,-1
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,94.1,53.34174023,34.00621118,101.1,71.37546468,14,-6
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,98.4,48.52071006,39.07284768,109,69.77077364,15,17
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.8,58.0604534,38.17271589,103.4,68.25688073,16,0
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.2,57.60755509,36.90987124,120.7,75.04873294,1,-22
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,102.5,60.8778626,36.4321608,122,68.27094474,2,-10
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,96.5,54.74613687,36.30952381,115.9,71.45454545,3,-16
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,95.1,51.00095329,37.40920097,119.8,71.79487179,4,-31
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,97.9,52.79642058,35.29411765,116.2,70.32136106,5,5
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,94.9,54.06593407,38.67028494,115.8,70.82191781,6,31
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,99.1,55.80608794,32.76397516,111.2,68.05555556,7,6
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,100.8,56.1589404,39.20529801,113.3,72.9281768,8,4
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,101.4,52.20750552,35.12747875,115.8,72.54237288,9,-9
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,103,53.66972477,33.33333333,108.9,73.72611465,10,5
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,97.3,54.47058824,34.32835821,111.3,72.55278311,11,8
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,103.4,45.55160142,39.17396746,114.6,71.37014315,12,-11
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,94,54,35.51847437,105.7,73.38709677,13,-6
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,96.8,45.73732719,34.13173653,110.1,72.27011494,14,14
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,100.7,54.26065163,32.99120235,103.8,69.92592593,15,-2
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,103.5,56.72009864,33.21364452,98.2,72.4025974,16,29
96.7,118.5,54.86111111,44.8612153,33.71428571,67.90890269,0.628,2,68.2,109.3,47.49430524,36.33879781,105.3,66.7638484,16,54
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.9,63.76344086,38.52242744,121.9,72.60940032,4,-6
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,98.5,54.23728814,35.30106257,119.2,70.44025157,5,-22
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,100.6,49.34601665,37.53213368,115.1,73.66609294,6,-20
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,105.2,49.94923858,40.09077156,117.3,72.54901961,7,27
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.4,58.60155383,38.51444292,115,69.81818182,8,-13
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,99.7,49.53488372,32.43647235,108.5,68.07639836,9,-16
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102,47.9253112,35.57312253,115.8,74.22839506,10,-32
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.1,53.90995261,39.80738363,112.3,71.65021157,11,7
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,104.1,53.200883,38.31417625,116.4,70.03311258,11,-12
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,97.5,53.33333333,37.4422188,113.1,72.2,12,3
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.9,58.47280335,35.58413719,109.3,67.7672956,13,8
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,94,49.57472661,37.41134752,105,69.39040208,14,-4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.5,49.86111111,34.33179724,105,76.02040816,15,15
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,105.5,46.40820981,34.84646195,103.3,69.36936937,16,-9
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,100.5,51.00671141,35.10028653,103.6,76.08286252,16,4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.4,56.4453125,40.25670945,120.9,71.97696737,1,-49
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,97.3,57.34126984,37.79310345,122.6,73.875803,2,-44
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,94.9,67.65641569,41.28166915,120,72.44897959,3,-36
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,99.9,53.34101382,36.61971831,118.2,72.67605634,4,21
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,97.3,52.1631644,36.63911846,113.8,70.2811245,5,-9
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,106.4,62.60416667,40.0295421,120.6,72.89879931,6,8
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,98,54.39377086,34.99197432,111.7,73.38235294,7,-4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.6,55.47045952,36.40625,116.3,73.21428571,8,-10
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,103.1,55.17609392,37.22304284,116.4,69.74110032,9,-22
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,105.9,50.48648649,36.3190184,115.1,70.6864564,10,-2
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,103.3,50.6343714,36.39947438,117.7,72.39669421,11,-16
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,98.3,48.2023968,32.16666667,107.7,74.25569177,11,-8
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,92.5,48.8179669,33.97626113,108.5,72.1340388,12,45
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,103.5,42.7680798,36.37770898,109.9,75.64102564,13,-4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,98.9,52.22929936,34.31122449,109.2,69.55307263,14,-49
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,104.2,56.49838883,38.80778589,110.3,66.16161616,15,-4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,96.8,55.55555556,34.73132372,103.6,73.7649063,16,-27
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,88,54.90909091,39.00481541,116.5,73.21016166,1,-5
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,86.4,60.806271,35.68345324,113.2,68.62745098,2,16
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,97.9,62.66506603,38.37037037,114.8,71.22302158,3,32
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.9,52.95918367,37.66025641,119,73.21711569,4,-16
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,100.6,49.56521739,36.06237817,116.4,68.97590361,5,-22
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,99.1,48.58823529,36.32286996,113.3,71.65354331,6,-25
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.7,58.04776739,39.75903614,119.9,70.97791798,7,4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.2,58.39493136,37.63188746,116.5,72.86012526,8,-27
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.6,55.38641686,34.38438438,112.2,74.15384615,9,10
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,98.6,44.88836663,31.53638814,109.4,71.6796875,10,0
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,93.9,59.375,40.03407155,111.3,70.04405286,11,-33
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.2,61.6,39.13043478,117.4,67.71653543,12,-53
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.4,54.59032577,37.19298246,114.3,74.00497512,13,-5
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,94.1,53.34174023,34.00621118,101.1,71.37546468,14,-10
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,98.4,48.52071006,39.07284768,109,69.77077364,15,13
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.8,58.0604534,38.17271589,103.4,68.25688073,16,-4
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.2,57.60755509,36.90987124,120.7,75.04873294,1,-25
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,102.5,60.8778626,36.4321608,122,68.27094474,2,-14
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,96.5,54.74613687,36.30952381,115.9,71.45454545,3,-20
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,95.1,51.00095329,37.40920097,119.8,71.79487179,4,-35
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,97.9,52.79642058,35.29411765,116.2,70.32136106,5,1
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,94.9,54.06593407,38.67028494,115.8,70.82191781,6,27
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,99.1,55.80608794,32.76397516,111.2,68.05555556,7,3
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,100.8,56.1589404,39.20529801,113.3,72.9281768,8,1
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,101.4,52.20750552,35.12747875,115.8,72.54237288,9,-13
94.2,109.2,51.46818923,45.00458295,32.80346821,69.61651917,0.601,3,68.4,103,53.66972477,33.33333333,108.9,73.72611465,10,1
